q_id,query_clean
83,"Внесла платёж, хочу узнать поступили ли средства."
84,хочу узнать БИК БАНКА
85,"брал деньги рассрочку, оплатил досрочно. На счёту показывает р."
86,где будит высвечивается
87,Нет про другой кэшбек
88,Где посмотреть номер счёта карты
89,не вижу БИК банка
90,По какому адресу банк работает физическими лицами? меняют ли вас тенге на рубли
91,можно сделать кэшбека этого на оплату картой не стикером
92,меня номер заблокирован
93,Мне нужна история переводов год
94,"Можно ли получить код не пуш-уведомлением, сообщением на телефон?"
95,Куда пропали кредитные карты?почему не могу их найти?
96,"Посмотрел историю операций, поступлений нет"
97,оформила
98,",как мне заплатить за детский сад если банк не может найти реквизиты садика"
99,для работы
100,Можно сделать ещё одну дебетовую карту но привязать другой номер телефона?
101,Почему деньги не появляются на балансе?
102,Мои счета
103,на расчетный счёт пришла не вся сумма за вчерашний день
104,Как привязать номер карте чтоб мне делали перевод по номеру телефону
105,До какого она действует?
106,"Мне на счёт поступили детские пособия, выплата материнского капитала! Где эти деньги, почему их нет на счёте?"
107,Мне пришло предложение. Максимально сумма оформил на тысяч. отображается
108,Отделение митино время работы
109,Поступления есть от меня?
110,Какие счета меня действующие?
111,Откуда пришли деньги
112,Какой меня лимит по кредитной карте
113,Кешбек
114,Почему не вижу сколько денег на карте?
115,Не поступил на баланс
116,какой период пользовалась кредитной картой?
117,То есть пользоваться можно после получения пластика?
118,Расчётный счёт
119,"меня проблемы уведомлениями. Уведомление списаниях, пополнениях банкомата зарплате приходят, переводах нет. чем это может быть связано?"
120,Часы работы круглосуточно?
121,как могу узнать свой расчетный счет или сделать это?
122,За последние месяца
123,Не могу на экране найти кредитку лимитом
124,Бик нн банка
125,Реквизиты проверены
126,что за пополнение мне пришло? от лояльности банка
127,"случайно перевела деньги на кредитную карту, на которой нет задолженности, могу ли без комиссии перевести оттуда деньги?"
128,"Пишет что надо обновить номер телефона, но он меня остался прежним"
129,как узнать свой расчетный счет
130,Что платежами СБП?
131,Onetotrip
132,После перевыпуска карты меняются ли реквизиты счета
133,мне уведомления не приходят как пополнениях
134,"Просьба отключить кредитную часть моей карты, необходимо оставить только собственные средства"
135,мой расчетный счет
136,Работа
137,БИК банка где посмотреть
138,"Мне же надо номер карты вписать, не счета"
139,сейчас внесла кредит как посмотреть что сумма внесена
140,прошла ли последняя операция на рублей
141,.как найти платеж сентября
142,Как отвязать карту если привязал ее другому телефону
143,когда меня открыта кредитная карта?
144,Не получается узнать срок действия
145,завтра по возможности подъеду отделение Пушкино
146,Операцию
147,оформлял крилитную карту на не на
148,Проверить имеющиеся карты
149,Как узнать бик
150,нужен скан реквизитов
151,на какой счет ушли задолженность по карте оплатить
152,Тот кто получил деньги владелец телефона совершенно разные люди.
153,почему на кредитной карте не отображается сумма лимита?
154,По определённой операции
155,Как получить временный пароль
156,Картхолдер
157,"Мне нужен БИК Банка Расчётный счет, ни где нету могу найти"
158,Как привязать номер ребёнка детской карте
159,"Как установить пароль, если приложение просит ввести текущий, которого нет?"
160,Куда вносить сумму долга
161,На детскую карту не приходят смс
162,Можно уточнить какие меня карты
163,Номер карты подорожник указана не верно
164,истории операций не отображается
165,Оспаривание операций
166,"Адрес: Кызыл, ул Ленина, д."
167,Маркетплейсы кэшбэк
168,Оформил заём когда он придет
169,"мая банк работает? Имею виду, завтра поедем оформлять авто кредит, нам могут завтра на него ответ дать или нет?"
170,какого числа действует счёт
171,"меня приходит зарплата на карту альфа,уведомленийнет,почему"
172,Номер карты меняется
173,Как связаться управляющем отделения городе Туапсе
174,"получила карту спешке аэропорту, сейчас понимаю что она мне не нужна"
175,"Расскажите, про карту Альфа-тревел? Она за границей действует для покупок/переводов итд. Или выгода только приобретении туристических услуг?"
176,"отделении подписывала бумаги, но денег нет"
177,Не могу найти счет кредита
178,Муж выпустил на меня карту но она не отображается кабинете
179,"Бонус сверху ,что даёт?"
180,Не видно откуда пришли деньги?
181,Где найти бик банка?
182,как узнать БИК
183,Почему денег нет на карте?
184,"Посмотрите, деньги пришли?"
185,Пришлите реквизиты кредитной карты Альфа бизнеса
186,Как узнать какой карты расчётный счет
187,карта приложении появится только после того как ее заберу
188,Почему не приходит уведомление кодом по смс
189,л. Лл
190,Почему не отображаются деньги на счету?
191,Обращение давал на отвязку чужого счета от моего номера. привязали не тот
192,Какой еще кредитный счет
193,"откуда тогда он взял эту сумму, она нигде не отображается"
194,куда делись карты? приложннии?
195,.не вижу этих денег на счетах
196,Телефон на детской карте
197,Мой расчётный счёт
198,Куда перевела деньги
199,Перенести визит банк
200,Проверочнве СМС не приходят
201,только что оформил кредитную карту
202,почему не вижу счет кредитной карты?
203,По операциям
204,Где посмотреть всё мои счета
205,Почему не приходят уведомления смс переводе мне денежных средств??
206,Операции
207,Только что пришло на телефон
208,Смена пароля
209,Вопрос по кешбку на моих картах
210,Одобрили кредит где деньги
211,"Мне нужны уведомления на телефон, не смс уведомление от банка"
212,почему меня приложении не высвечивается карта ребенка?
213,"При попытке активации карты должен ввести код, который должен прийти на мой номер телефона, но он не приходит. Что мне делать?"
214,Чтобы открыть вклад требуется смс код?
215,Не отображается карта
216,"Каждый раз мне приходится вводить номер карты номер телефона, что происходит, как это убрать"
217,Бик
218,Когда закончится срок использования карты
219,Переводы мне были сегодня
220,"можете проверить, не поступали ли мне переводы за сегодня или может они были отклонены?"
221,Как посмотреть платеж
222,"Где Ростове отделение банка находится, для написания заявления вернуть деньги"
223,"Оформлена кредитная карта на моё имя чужим человеком, карты нет личном кабинете"
224,номер карты
225,Как снять остаток средств со счета закрыт счет Альфа банке?
226,Как получаю
227,Когда будет доступна кредитка приложении?
228,При смене номера нет доступа приложению
229,как найти все или оплаты адрес ООО кладовкин?
230,Мне одобрили кредитную карту личном кабинете она не появилась
231,Куда уходят пополнения?
232,Не отображается список карт
233,"при входе приложение выходит ""обновить номер телефона"" Нажимаю, что меня тот же номер, ошибка. Что делать?"
234,Какие Банкоматы работает сегодня город Якутск
235,Хочу погасить рассрочку на Не могу найти номер счёта
236,мне нужно обновить данные по номеру телефона
237,Исчезла карта привязанная зарплатному счету
238,Было ли пополнения рассрочки
239,Почему то не приходит смс на активацию электронной подписи альфа инвестициях
240,Прошёл ли платёж?
241,как узнать бик?
242,Когда была открыта кредитка?
243,Номер счета карты
244,"сегодня получила карту альфа банк, номер карты не совпадаем картой онлайн, на карте другой приложении другой номер картв"
245,Не поступают уведомления пополнение карты
246,почему не показывает реквизиты?
247,Банк на каминтери
248,Реквизиты можно мне атправит немагу найти
249,Как телефонные номера поменять местами?
250,Кешаут
251,Нужна ссылка для входа онлайн банк
252,"хочу закрыть счёт, на который брала деньги рассрочку, сумму недостающую внесла, но почему-то не могу закрыть, помогите закрыть рассрочку"
253,Мне не надо чтобы оно так отображалось
254,Почему не стали приходить смс оповещения?
255,Последняя оплата Инфо
256,Как узнать лицевой счёт
257,По закрытому открытому счету нужна история операций за год
258,Мне на счет поступило
259,"сейчас положила деньги на карту, не могу найти их списание"
260,"Операции, произведенные более чем год назад"
261,Операции по картам
262,Куда ушли пополнения на карту?
263,"Ещё не получил кредитную карту, как узнать лимит"
264,"реквизитах нет расчетного счета банка, он мне нужен для возврата штрафа"
265,Не приходят уведомления списании средств
266,Меня интересует дата когда заблокировала карты
267,Перевод тыс через СБП минут назад. Почему не вижу перевод истории платежей?
268,"Для оплаты не приходит смс, уведомления включены Как быть?"
269,Узнать адрес оплаты картой
270,Где он указывается?
271,Если дата платежа завтра по кредитным каникулам решение нужно принять сегодня или можно утра Необходимо изучить информацию
272,"Эта выписка по оддному кредиту? меня несколько кредитов, по ним один договор?"
273,"Нет, не понятно. числа было два поступление, одно перевела себе накоплений. сразу перевела другому человеку. каких накоплениях деньги?"
274,где посмотреть номера договора на кредитную карту
275,"Пришлите выписку из банка содержащую: наименование банка, расчетный счет, БИК банка"
276,Такси за наш счет мае
277,мне нужен номер договора альфа страхования -жизнь по погашенному кредиту
278,Где могу это отслеживать
279,Последний перевод
280,Счёта
281,Где посмотреть БИК счёт карты
282,Куда исчезла моя карта?
283,Как узнать БИК банка
284,Где могу найти счёт которому привязана моя карта
285,Сегодня праздничный или выходной день?
286,"Почему не вижу все поступления. Например, зарплату?"
287,Можно узнать где зачисление?
288,Мои кешбеки
289,Могу узнать номера договоров страховки по тем кредитам которые закрыла досрочно?
290,почему мне не приходят уведомления зачислениях таких как заработная плата. Пуш уведомления включены настройках
291,апреля была операция по зачислению руб. Откуда это куда были зачислены деньги?
292,"Мне озон подарок отправил сотрудника Альфа-Банка, привезли как получить на карту кеш бек?"
293,Вопрос по начислению кэшбека
294,Сумма поступления по дебетовой карты
295,история об оплате почему нет
296,"брала деньги рассрочку, на счету остались мои руб, как могу её получить"
297,почему не отображается кредитная карта?
298,Что делать если не приходит код для активации карты?
299,подключить кэшбек
300,запросить дебетового счета
301,Проверить пополнение счета рассрочки
302,Операции нет истории
303,куда ушло пополнение на руб
304,"меня подключены именно уведомления по смс профиле, но они не приходят"
305,Бонус
306,Адрес регистрации
307,Пополнила баланс
308,Интересует лимит по кредитной карте
309,Как мне быть операция прошла или нет
310,БИК код банка
311,Когда меня был баланс?
312,Кэшбэк по операции
313,На мой счет поступила сумма рублей от неизвестного отправителя
314,Сегодня рабочий день или на бирже выходной
315,Кредитный лимит
316,Расчетный счёт
317,Не могу ребенку подключить приложение не приходит СМС на телефон что делать?
318,Почему не вижу карту онлайн банке на которой
319,Почему СМС не получил?
320,Моя история по кредиту
321,Почему приложении не отображался кредит получил смс сейчас сразу оплатил!
322,Не могу просмотреть реквизиты
323,Поступили денежные средства на кредит
324,перезвоните мне меня слетело приложение после смены телефона
325,Последние пополнение
326,Как посмотреть расчётный счёт
327,ребенка приложении не отображается его карта
328,"Сделал перевод между счетами, не пойму сумма снялась, куда перевелась?"
329,прошла оплата или нет
330,меня сегодня было перевода На сумму Где чек на Почему не высвечивается истории
331,Пришло только уведомление
332,Можно ли проверить действительно ли был осуществлен перевод другим пользователям на мой счет?
333,Где найти счет
334,Где посмотреть мои счета?
335,что меня подключен кредиту?
336,Бонусы
337,Прошла ли оплата?
338,оформил кредитную карту. ей нельзя пользоваться ее не заберу офиса???
339,Где найти бик банка?
340,На мой номер смс не приходить
341,Не могу найти бик корсчет
342,Почему не начислен кэшбек за оплату аптеке стикером
343,что моим номером не так?
344,какой меня БИК
345,Где смотреть суммы зачислений по дивидендам купонам?
346,"зачислились деньги числа не понимаю от кого они. не вижу номер телефона отправителя, где могу его узнать? Потому что деньги ни от кого не ждала"
347,Почему приходится каждый раз вводить логин пароль для входа код доступа сбивается
348,меня сегодня списали счёт долга который оплатила другого банка два месяца назад
349,"Сама не могу, потому что номер тот же, но он его не подтверждает через код из смс"
350,Почему пропала операция из истории переводов
351,"Пуш уведомления были включены, сейчас отключила,попробую через смс"
352,Где узнать бик
353,вібрать кешбек
354,меня есть счёт кредитной карты?
355,сегодня перевела но не вижу на какой счет они пришли. Как узнать?
356,не могу погасить задолжность из за заблокированых средств
357,",не приходят уведомления смс ,что делать?"
358,Последний на сумму
359,почему не отображаются мои карты платежный стикер?
360,Почему кредитная карта не отображается приложении
361,Не вижу баланса кредитной карте после оплаты платежа
362,Почему не видна кредитная карта приложении
363,Почему не вижу приложение свою старую карту?
364,не появилась кредитная карта приложении
365,Дебетовый счёт
366,Бонус сверху
367,Напишите почтовый адрес банка
368,Срок годности кредитной карты
369,Где тысяча
370,истории расходные операции не отражаются
371,"Счет указан верно, но денежные средства не отображаются"
372,кэшбек
373,Сколько мне одобряют
374,"Уменьшила лимит не приходит ни смс, ни пуш уведомление, на подтверждение"
375,Кэш бек
376,Не отображается карта ребенка личном кабинете
377,Почему нет этих денег на счету?
378,Уведомление временном пароле
379,Заказала замену карты приложении она видна
380,где приложении кредитная карта
381,где можно узнать расчётный счет
382,почему не приходят уведомления поступлении средств на карту?
383,Мне нужен счет реквизиты без отчества
384,Как посмотреть на сколько кредитная карта
385,Что то истории операций не отображается
386,что мне пришло за перечисление
387,мне нужен номер счёта БИК
388,Как узнать каком магазине сделана покупка
389,Если счет совершенно на другую сумму
390,Не вижу куда перевелись деньги
391,Как удалить уведомление переврде?
392,Могу получить карту Санкт Петербурге завтра вместо поселка Сосново?
393,Деньги поступили
394,По каким операциям
395,Номер карты
396,приложении история операций заканчивается на году. Где найти сведения за последних года?
397,"Что делать если номер аннулирован, нужно сменить его здесь?"
398,Закинулись ли деньги на счет?
399,"мне одобрили кредитную карту, ее не видно моих продуктах"
400,Справка реквизитах карты
401,цена за альфа-стикер р) указана за год или за каждый месяц течение года?
402,Смс не пришло
403,Не приходит смс для подтверждения перевода
404,Сумму
405,Корреспондентский счет банка
406,как узнать номер счета которого списывается кредит
407,Денег не вижу на счетах
408,Почему не проходит оплата со стикера?
409,Мне нужна вся история платежей совершенные по QR коду
410,Можно ли пользоваться кредитной до получения пластика
411,Прошла ли последняя транзакция?
412,хочу поменять номер для переводов по этому номеру поменять пароль для входа онлайн банк
413,Не приходят деньги на счёт кредита
414,это месяц?
415,Наименование банка
416,"Геннадий, это все не помогает. Смс на закрытие за прочие операции приходят, не приходит на активацию. Вчера вечером тоже самое было. Не могу активировать карту."
417,лимит кредитной карты перевод был сделан на счёт этой карты
418,"меня сейчас временные финансовые трудности, попросить отсрочку ежемесячного платежа по кредиту на дней. Гарантирую оплату мая возможен ли перенос даты платежа?"
419,Нужен лицевой счёт для получения зп
420,"вече, оформить кредит на карту одобрили тысяч рублей, но текущий счёт не тот какой на карте"
421,",мне нужны номера договоров,от какого они числа,и актуальные суммы задолженности по ним"
422,поступлении на карту
423,За мая
424,Где найти расчётный счет?
425,Как мне найти свой расчетный счет
426,Сколько приход за апрель?
427,Почему не могу войти личный кабинет
428,Где можно узнать номер договора на страховку?
429,"че делать, взял недавно КПЗН банке, сегодня позвони Росреестра, сказали оплатить какую то госпошлину, сказали уточните своего менеджера( если надо, то какие реквизиты сумма где платить),"
430,подтвердить погашение долга по кредитке.
431,Оплаты по квитанциям март апрель
432,не приходят СМС пуш для активации карты
433,куда делись рублей не на одном счете не отображаются
434,Как узнать дату когда мне выдали кредитную карту действующую
435,Мне нужен номер счета бик
436,Деньги поступили на кредитный счет или нет
437,Расчетный счет карты
438,посмотрите данную сумму сняли карты
439,По операции за мая
440,Почему не отображается кредитная карта?
441,не отобразился перевод истории
442,Так точно проверил все операции по карте мои
443,Реквизиты проверили
444,как узнать свой бик
445,Нет истории платежей года
446,Не видно что поступили!
447,"Доброго дня. Выполнил пополнение счета из другого банка. Деньги пришли, но не понимаю на какой счет."
448,Почему не приходит пуш на подтверждение перевода из альфы другой банк?
449,"Как мне записаться отделение банка, чтобы получить детскую карту, которая уже готова?"
450,Когда заканчивается срок кредитной карты
451,Как узнать расчетный счет
452,Почему кредитная карта не появилась еще списке карт
453,Почему не показывает последнюю оплату истории
454,Не отображается кредитный лимит.
455,Номер договора действующего страхования по ипотеке
456,Не вижу приложении карту свою
457,Почему не могу закрыть счёт рассрочки?Не приходит смс
458,Не могу ничего понять инвестициях?! Не понять где посмотреть историю покупок выплат банком ежемесячной рублей?! Сколько раз получила эти выплаты?
459,"После закрытия, куда перечислят деньги?"
460,"Перевела на счет кредитный деньги для списания мая. Резерв по счету тыс. На счету для списания теперь не хватает. Что это значит, эти будут ли списаны за кредит?"
461,Где находится
462,на какой счёт упали рублей
463,Не приходят смс при оплате картой онлайн
464,почему мне не приходят уведомления поступлении денег на счет?
465,БИК банка
466,"Если сейчас переведу деньги на альфа банк, они также поступят непонятно куда или на карту?"
467,банк
468,Совершила перевод не вижу его истории
469,Где мне найти бик к/сч?
470,ребёнка не получается войти лк
471,"как включить функцию, чтобы отчислялась на накопительный счёт какая-то сумма?"
472,меня запись есть
473,Можно отсрочить платеж по кредитной карте до пятницы?
474,Оплатил кап ремонт нигде нет истории платежа
475,куда ушло поступление на дебетовую карту
476,"Перевод мая, не мая"
477,На свету нет этих денежных средств все еще
478,Не вижу кредитную карту
479,Почему не отображается карта альфаtravel приложении?
480,Как узнать свой расчётный счёт
481,Сумма?
482,Вы можете мне сбп включить!?!?
483,Где посмотреть расчетный счёт
484,Почему не приходят смс кодом для оплат покупок?
485,".не вижу приложении детской карты, ее на сына оформлял"
486,Где посмотреть всё мои счета
487,Можете изменить номер телефона если меня еще настройках нету доверенности
488,До какого срока продлена дебетовая карта?
489,как произошла покупка последняя
490,Почему нет смс поступление денег или снятие
491,"Утро доброе, уточнить вас, на счёт кешбэк"
492,Нужны реквизиты бизнес счёта. Где их смотреть?
493,Почему не вижу пополнение от апреля предыдущим операции на пополнение карты!?
494,Приложение не показывает мне реквизиты
495,Уточните какие операции осуществлялись по карте
496,Обязательно ли приезжать офис банка?
497,Как узнать какой меня счет
498,"одобрили кредитную карту, есть возможность пользоваться деньгами до получения карты?"
499,"не помню пароль, что делать?"
500,Куда перешли днеги
501,Как удалить остальные профили которые привязаны этому номеру
502,меня альфа пей перестал показывать баланс
503,Блокировка личного кабинета
504,меня не показывает баланс карты кредитной
505,Что обозначает строка прочие расходы
506,Операция сегодня какая была
507,как можно вывести деньги которые выше лимита
508,Закрыть счет отвязка номера
509,не отображается кредитная карта
510,Почему истории не показывает переводы сегодня
511,"Почему мне пришло уведомление, что номер телефона будет сменен? На каком основании? не делала смену номер"
512,Как узнать номер счёта кредитных денег моего комбо счёта
513,Сейчас оформляла кредит
514,можно ли заказать выписку реквизитов банковского счета?
515,Мне одобрили кредитную карту. Могу ей воспользоваться через мобильный банк?
516,Почему мне пришла смс на формокния кредита
517,Как мне скинуть свой расчетный счёт?
518,Почему на карте кредитной нет средств?
519,Дом записать адрес
520,Не приходят смс уведомлениях при покупках переводов тд
521,БИК
522,Прошел ли платеж? На тыс
523,другооооо банка списалась сумма счет погашения долга по карте.я не вижу списания этой суммы
524,какого счета списывается кредит
525,"почему меня на балансе только переводили ранее еще не трогал. Скиньте историю за два года, она не большая должна быть"
526,"не смогла оплатить стикером оплату другом банке, стикер работе только на платежных системах альфа?"
527,Когда переведёте деньги на кредитный счёт
528,Как заказать справку реквизитов для работы
529,За весь период
530,как перевыпустить детский стикер
531,"Вчера были положены на счёт деньги, куда они ушли"
532,Где могу посмотреть какие вклады были меня за год
533,мне надо узнать номер операции
534,Баланс не совпадает
535,Прошла ли последняя операция оплаты интернета по счету
536,Кредитные счета
537,почему меня не приходят смс уведомления? На сколько понимаю они включены тариф обслуживания
538,Посмотрите теперь достаточно денег для списания?
539,Номер кредитного страхования
540,истории не могу найти платаж
541,можно увидеть платежи прошлом месяце?
542,Не могу войти личный кабинет другого телефона
543,"оформила кредит, мне кажется случайно закрыла счёт не тот. Или счёт не открылся по новому кредиту?"
544,Когда заканчивается срок карты
545,Где можно сделать счет остатком на счет
