q_id,query_clean
222,где в ростове отделение банка находится для написания заявления вернуть деньги
223,оформлена кредитная карта на моё имя чужим человеком карты нет в личном кабинете
224,номер карты
225,как снять остаток средств со счета и закрыт счет в альфа банке
226,как я получаю
227,когда будет доступна кредитка в приложении
228,при смене номера нет доступа к приложению
229,как найти все или оплаты в адрес ооо кладовкин
230,мне одобрили кредитную карту а в личном кабинете она не появилась
231,куда уходят пополнения
232,не отображается список карт
233,при входе в приложение выходит обновить номер телефона нажимаю что у меня тот же номер ошибка что делать
234,какие банкоматы работает сегодня город якутск
235,хочу погасить рассрочку на <anon num> р не могу найти номер счёта
236,мне нужно обновить данные по номеру телефона
237,исчезла карта привязанная к зарплатному счету
238,было ли пополнения рассрочки <anon num>
239,почему то не приходит смс на активацию электронной подписи в альфа инвестициях
240,прошёл ли платёж
241,как узнать бик
242,когда была открыта кредитка
243,номер счета карты
244,я сегодня получила карту альфа банк номер карты не совпадаем с картой онлайн на карте другой а в приложении другой номер картв
245,не поступают уведомления о пополнение карты
246,почему не показывает реквизиты
247,банк на каминтери
248,реквизиты можно мне атправит немагу найти
249,как телефонные номера поменять местами
250,кешаут
251,нужна ссылка для входа в онлайн банк
252,я хочу закрыть счёт на который я брала деньги в рассрочку сумму недостающую я внесла но почему то не могу закрыть помогите закрыть рассрочку
253,мне не надо чтобы оно так отображалось
254,почему не стали приходить смс оповещения
255,последняя оплата инфо
256,как узнать лицевой счёт
257,по закрытому и открытому счету нужна история операций за <anon num> год
258,мне на счет поступило <anon num> <anon num> ₽
259,сейчас положила деньги на карту не могу найти их списание
260,операции произведенные более чем год назад
261,операции по картам
262,куда ушли пополнения на карту
263,ещё не получил кредитную карту как узнать лимит
264,в реквизитах нет расчетного счета банка а он мне нужен для возврата штрафа
265,не приходят уведомления о списании средств
266,меня интересует дата когда я заблокировала карты
267,перевод <anon num> тыс через сбп минут <anon num> назад почему я не вижу перевод в истории платежей
268,для оплаты не приходит смс уведомления включены как быть
269,узнать адрес оплаты картой
270,где он указывается
271,если дата платежа завтра по кредитным каникулам решение нужно принять сегодня или можно с утра необходимо изучить информацию
272,эта выписка по оддному кредиту у меня несколько кредитов по ним один договор
273,нет не понятно <anon num> числа было два поступление одно я перевела себе накоплений и сразу перевела другому человеку в каких накоплениях деньги
274,где посмотреть номера договора на кредитную карту
275,пришлите выписку из банка содержащую наименование банка расчетный счет бик банка
276,такси за наш счет в мае
277,мне нужен номер договора альфа страхования жизнь по погашенному кредиту
278,где я могу это отслеживать
279,последний перевод
280,счёта
281,где посмотреть бик и счёт карты
282,куда исчезла моя карта
283,как узнать бик банка
284,где я могу найти счёт к которому привязана моя карта
285,сегодня праздничный или выходной день
286,почему я не вижу все поступления например зарплату
287,можно узнать где зачисление
288,мои кешбеки
289,могу я узнать номера договоров страховки по тем кредитам которые я закрыла досрочно
290,почему мне не приходят уведомления о зачислениях таких как заработная плата пуш уведомления включены в настройках
291,<anon num> апреля была операция по зачислению <anon num> руб откуда это и куда были зачислены деньги
292,мне озон в подарок отправил сотрудника альфа банка привезли как получить на карту <anon num> и кеш бек
293,вопрос по начислению кэшбека
294,сумма поступления по дебетовой карты
295,история об оплате почему нет
296,я брала деньги в рассрочку на счету остались мои <anon num> руб как я могу её получить
297,почему не отображается кредитная карта
298,что делать если не приходит код для активации карты
299,подключить кэшбек
300,запросить дебетового счета
301,проверить пополнение счета рассрочки
302,операции нет в истории
303,куда ушло пополнение на <anon num> руб
304,у меня подключены именно уведомления по смс в профиле но они не приходят
305,бонус
306,адрес регистрации
307,пополнила баланс
308,интересует лимит по кредитной карте
309,как мне быть операция прошла или нет
310,бик код банка
311,когда у меня был баланс
312,кэшбэк по операции
313,на мой счет поступила сумма <anon num> рублей от неизвестного отправителя
314,сегодня рабочий день или на бирже выходной
315,кредитный лимит
316,расчетный счёт
317,не могу ребенку подключить приложение не приходит смс на телефон что делать
318,почему не вижу карту в онлайн банке на которой <anon num> р
319,почему смс не получил
320,моя история по кредиту
321,почему в приложении не отображался кредит <anon num> я получил смс сейчас и сразу оплатил
322,не могу просмотреть реквизиты
323,поступили денежные средства на кредит
324,перезвоните мне у меня слетело приложение после смены телефона
325,последние пополнение
326,как посмотреть расчётный счёт
327,у ребенка в приложении не отображается его карта
328,сделал перевод между счетами не пойму сумма снялась а куда перевелась
329,прошла оплата или нет <anon num>
330,у меня сегодня было <anon num> перевода на сумму <anon num> <anon num> и <anon num> <anon num> где чек на <anon num> <anon num> почему не высвечивается в истории
331,пришло только уведомление
332,можно ли проверить действительно ли был осуществлен перевод другим пользователям на мой счет
333,где найти счет
334,где посмотреть мои счета
335,что у меня подключен к кредиту
336,бонусы
337,прошла ли оплата
338,оформил кредитную карту ей нельзя пользоваться я ее не заберу с офиса
339,где найти бик банка
340,на мой номер смс не приходить
341,не могу найти бик и корсчет
342,почему не начислен кэшбек за оплату в аптеке стикером
343,а что с моим номером не так
344,какой у меня бик
345,где смотреть суммы зачислений по дивидендам и купонам
346,зачислились деньги <anon num> числа и я не понимаю от кого они я не вижу номер телефона отправителя где я могу его узнать потому что деньги ни от кого я не ждала
347,почему приходится каждый раз вводить логин пароль для входа и код доступа сбивается
348,у меня сегодня списали <anon num> р в счёт долга который я оплатила с другого банка два месяца назад
349,сама не могу потому что номер тот же но он его не подтверждает через код из смс
350,почему пропала операция из истории переводов
351,пуш уведомления были включены сейчас отключила попробую через смс
352,где узнать бик
353,вібрать кешбек
354,у меня есть счёт кредитной карты
355,я сегодня перевела <anon num> но не вижу на какой счет они пришли как узнать
356,не могу погасить задолжность из за заблокированых средств
357,не приходят уведомления и смс что делать
358,последний на сумму <anon num>
359,почему не отображаются мои карты и платежный стикер
360,почему кредитная карта не отображается в приложении
361,не вижу баланса в кредитной карте после оплаты платежа
362,почему не видна кредитная карта в приложении
363,почему я не вижу в приложение свою старую карту
364,не появилась кредитная карта в приложении
365,дебетовый счёт
366,бонус сверху
367,напишите почтовый адрес банка
368,срок годности кредитной карты
369,где <anon num> тысяча
370,в истории расходные операции не отражаются
371,счет указан верно но денежные средства не отображаются
372,кэшбек
373,сколько мне одобряют
374,уменьшила лимит не приходит ни смс ни пуш уведомление на подтверждение
375,кэш бек
376,не отображается карта у ребенка в личном кабинете
377,почему нет этих денег на счету
378,уведомление о временном пароле
379,заказала замену карты и в приложении она видна
380,а где в приложении кредитная карта
381,где можно узнать расчётный счет
382,почему не приходят уведомления о поступлении средств на карту
383,мне нужен счет реквизиты без отчества
384,как посмотреть на сколько кредитная карта
385,что то в истории операций не отображается
386,а что мне пришло за перечисление
387,мне нужен номер счёта и бик
388,как узнать в каком магазине сделана покупка
389,если счет совершенно на другую сумму
390,не вижу куда перевелись деньги
391,как удалить уведомление о переврде
392,могу я получить карту в санкт петербурге завтра вместо поселка сосново
393,деньги поступили
394,по каким операциям
395,номер карты
396,в приложении история операций заканчивается на <anon num> году где найти сведения за <anon num> последних года
397,что делать если номер аннулирован и нужно сменить его здесь
398,закинулись ли деньги на счет
399,мне одобрили кредитную карту ее не видно в моих продуктах
400,справка о реквизитах карты
401,цена за альфа стикер <anon num> р указана за год или за каждый месяц в течение года
402,смс не пришло
403,не приходит смс для подтверждения перевода
404,сумму
405,корреспондентский счет банка
406,как узнать номер счета с которого списывается кредит
407,денег не вижу на счетах
408,почему не проходит оплата со стикера
409,мне нужна вся история платежей совершенные по qr коду
410,можно ли пользоваться кредитной до получения пластика
411,прошла ли последняя транзакция
412,хочу поменять номер для переводов по этому номеру и поменять пароль для входа а онлайн банк
413,не приходят деньги на счёт кредита
414,<anon num> это в месяц
415,наименование банка
416,геннадий это все не помогает смс на закрытие и за прочие операции приходят не приходит на активацию вчера вечером тоже самое было не могу активировать карту
417,лимит кредитной карты <anon num> перевод был сделан на счёт этой карты <anon num>
418,у меня сейчас временные финансовые трудности и я попросить отсрочку ежемесячного платежа по кредиту на <anon num> <anon num> дней гарантирую оплату <anon num> мая возможен ли перенос даты платежа
419,нужен лицевой счёт для получения зп
420,вече оформить кредит на карту одобрили <anon num> тысяч рублей но текущий счёт не тот какой на карте
421,мне нужны номера договоров от какого они числа и актуальные суммы задолженности по ним
422,о поступлении на карту
423,за <anon num> мая
424,где найти расчётный счет
425,как мне найти свой расчетный счет
426,сколько приход за апрель
427,почему я не могу войти в личный кабинет
428,где можно узнать номер договора на страховку
429,че делать взял недавно кпзн в банке сегодня позвони с росреестра сказали оплатить какую то госпошлину сказали уточните у своего менеджера если надо то какие реквизиты сумма и где платить
430,подтвердить погашение долга по кредитке
431,оплаты по квитанциям март и апрель
432,не приходят смс и пуш для активации карты
433,куда делись <anon num> рублей не на одном счете не отображаются
434,как узнать дату когда мне выдали кредитную карту действующую
435,мне нужен номер счета и бик
436,деньги поступили на кредитный счет или нет
437,расчетный счет карты
438,посмотрите данную сумму сняли с карты
439,по операции за <anon num> мая
440,почему не отображается кредитная карта
441,не отобразился перевод в истории
442,так точно проверил все операции по карте мои
443,реквизиты проверили
444,как узнать свой бик
445,нет в истории платежей <anon num> года
446,не видно что поступили
447,доброго дня выполнил пополнение счета из другого банка деньги пришли но я не понимаю на какой счет
448,почему не приходит пуш на подтверждение перевода из альфы в другой банк
449,как мне записаться в отделение банка чтобы получить детскую карту которая уже готова
450,когда заканчивается срок кредитной карты
451,как узнать расчетный счет
452,почему кредитная карта не появилась еще в списке карт
453,почему не показывает последнюю оплату в истории
454,не отображается кредитный лимит
455,номер договора действующего страхования по ипотеке
456,не вижу в приложении карту свою
457,почему я не могу закрыть счёт рассрочки не приходит смс
458,не могу ничего понять в инвестициях не понять где посмотреть историю покупок и выплат банком ежемесячной <anon num> рублей сколько раз я получила эти выплаты
459,после закрытия куда перечислят деньги
460,перевела на счет кредитный деньги для списания <anon num> мая резерв по счету <anon num> <anon num> тыс на счету для списания теперь не хватает что это значит и эти <anon num> <anon num> будут ли списаны за кредит
461,где находится
462,на какой счёт упали <anon num> рублей
463,не приходят смс при оплате картой онлайн
464,почему мне не приходят уведомления о поступлении денег на счет
465,бик банка
466,если я сейчас переведу деньги на альфа банк они также поступят непонятно куда или на карту
467,банк
468,совершила перевод не вижу его в истории
469,где мне найти бик и к сч
470,у ребёнка не получается войти в лк
471,а как включить функцию чтобы отчислялась на накопительный счёт какая то сумма
472,у меня запись есть
473,можно отсрочить платеж по кредитной карте до пятницы
474,оплатил кап ремонт и нигде нет истории платежа
475,куда ушло поступление на дебетовую карту <anon num> р
476,перевод <anon num> мая а не <anon num> мая
477,на свету нет этих денежных средств все еще
478,не вижу кредитную карту
479,почему не отображается карта альфаtravel в приложении
480,как узнать свой расчётный счёт
481,сумма
482,вы можете мне сбп включить
483,где посмотреть расчетный счёт
484,почему не приходят смс с кодом для оплат покупок
485,не вижу в приложении детской карты я ее на сына оформлял
486,где посмотреть всё мои счета
487,можете изменить номер телефона если у меня еще в настройках нету доверенности
488,до какого срока продлена дебетовая карта
489,как произошла покупка последняя
490,почему нет смс о поступление денег или снятие
491,утро доброе уточнить у вас на счёт кешбэк
492,нужны реквизиты бизнес счёта где их смотреть
493,почему не вижу пополнение от <anon num> апреля и предыдущим операции на пополнение карты
494,приложение не показывает мне реквизиты
495,уточните какие операции осуществлялись по карте
496,обязательно ли приезжать в офис банка
497,как узнать какой у меня счет
498,одобрили кредитную карту есть возможность пользоваться деньгами до получения карты
499,я не помню пароль что делать
500,куда перешли днеги
501,как удалить остальные профили которые привязаны к этому номеру
502,у меня в альфа пей перестал показывать баланс
503,блокировка личного кабинета
504,у меня не показывает баланс карты кредитной
505,что обозначает строка прочие расходы
506,операция сегодня какая была
507,а как можно вывести деньги которые выше лимита
508,закрыть счет и отвязка номера
509,не отображается кредитная карта
510,почему в истории не показывает переводы сегодня
511,почему мне пришло уведомление что номер телефона будет сменен на каком основании я не делала смену номер
512,как узнать номер счёта кредитных денег моего комбо счёта
513,сейчас я оформляла кредит
514,можно ли заказать выписку реквизитов банковского счета
515,мне одобрили кредитную карту могу ей воспользоваться через мобильный банк
516,почему мне пришла смс на формокния кредита
517,как мне скинуть свой расчетный счёт
518,почему на карте кредитной нет средств
519,дом записать адрес
520,не приходят смс о уведомлениях при покупках переводов и тд
521,бик
522,прошел ли платеж на <anon num> тыс
523,с другооооо банка списалась сумма <anon num> в счет погашения долга по карте я не вижу списания этой суммы
524,с какого счета списывается кредит
525,почему у меня на балансе только <anon num> переводили ранее еще и не трогал скиньте историю за два года она не большая должна быть
526,не смогла оплатить стикером оплату в другом банке стикер работе только на платежных системах альфа
527,когда переведёте деньги на кредитный счёт
