q_id,web_id,rrf_score
15,61,0.09233633411158007
15,512,0.09090191352306776
15,471,0.08648733003567775
15,614,0.08358430659220373
16,395,0.6124885583878443
16,265,0.48257991436987147
16,1042,0.43925572951938996
16,1001,0.4098360655737705
16,1915,0.4098360655737705
16,886,0.40350603993327105
16,1038,0.35858021177824906
16,364,0.32374018645950736
16,891,0.3075102011560454
16,361,0.3022175514921592
16,108,0.29070194937843563
16,773,0.2729690779976653
16,357,0.26572075039298526
16,885,0.26332458152597676
16,125,0.2596099342103354
16,1041,0.2520492820545679
16,1602,0.24940997127805
16,368,0.2490331300781787
16,258,0.24854751921196344
16,1080,0.24749657570043773
17,368,0.7054674289043009
17,372,0.6582373390808471
17,374,0.4579720978448616
17,1157,0.3899847927835198
17,363,0.38924982429811683
17,1098,0.3160985990215236
17,452,0.2501192809489241
17,132,0.1858155701600808
17,1609,0.16516829084495405
17,1720,0.1622735991003268
17,1557,0.1567280998215203
17,369,0.15216039669486078
17,1721,0.15186310021366534
17,135,0.14934238771856637
17,625,0.1376288657526625
17,1125,0.13615092584652716
17,257,0.11813699362347449
17,678,0.11683730233498707
17,108,0.11532886662195921
17,747,0.11286730387778664
18,1488,0.4098360655737705
18,1607,0.4098360655737705
18,918,0.34440769960459533
18,683,0.3055833441633744
18,1001,0.29786899332707184
18,999,0.28586057857257696
18,1912,0.25971840163156196
18,1789,0.25516222200372846
18,1796,0.24941186783841193
18,1244,0.24050882299733908
18,423,0.2403845993948546
18,1021,0.23960551759683196
18,142,0.22753903977488193
18,347,0.2234375542769117
18,1235,0.22278337070847845
18,1788,0.21725023847868769
18,1786,0.2074807729136082
18,982,0.20215940468037796
18,1787,0.19194624202494215
18,988,0.181784527125233
19,1277,0.5056414135540443
19,1915,0.4098360655737705
19,1610,0.36688869134744007
19,1125,0.3068597522267659
19,1249,0.2881852295043338
19,128,0.28755407819230844
19,113,0.2830177462409045
19,1662,0.2732546274054357
19,157,0.27077346266426816
19,158,0.2706417681954359
19,155,0.2705138909575842
19,1900,0.2624605276662746
19,160,0.23607575733172514
19,125,0.21678027649451878
19,801,0.2057421440429602
19,1043,0.20249588551514155
19,461,0.19583895724517034
19,1543,0.18348288709192143
19,1907,0.1792965010291596
19,1557,0.1600634420249194
20,1071,0.4098360655737705
20,1915,0.4098360655737705
20,1662,0.30515569176572566
20,1298,0.2282158800926381
20,1543,0.22302689971687287
20,1748,0.22169095113409942
20,868,0.21585777048453064
20,726,0.21039995283390162
20,362,0.20907950382016915
20,1558,0.2067744812381675
20,727,0.1900735905648171
20,277,0.18822604371796373
20,1036,0.17248115128837366
20,1087,0.17115149637205285
20,1118,0.16618981004936437
20,1700,0.15607925808527673
20,734,0.15492257982005173
20,1153,0.14954727529080508
20,97,0.14945104998558503
20,605,0.1481274900504162
21,1526,0.4425197695764582
21,1915,0.4098360655737705
21,1926,0.3809920356348995
21,116,0.3318768664629901
21,18,0.3116081355947994
21,114,0.2834794001950184
21,1041,0.2753577638121274
21,210,0.24989050261178333
21,96,0.24156814631866014
21,1277,0.24116438184088437
21,97,0.23682790093590236
21,1899,0.22570717740415405
21,98,0.22093790372162359
21,16,0.2198510435567838
21,1034,0.20799684649648592
21,126,0.2072536466200376
21,1600,0.1875492493433811
21,1561,0.17340452369574066
21,1900,0.1675626907378783
21,1560,0.16188904185271955
22,868,0.4098360655737705
22,1249,0.4098360655737705
22,1748,0.40224026482241404
22,108,0.3711372952317871
22,1915,0.3282022218999258
22,125,0.3236727830694658
22,453,0.317098461879003
22,891,0.30479571867630234
22,1516,0.2602993641550963
22,369,0.2538492004299856
22,1802,0.2524600169886588
22,492,0.20869604450809875
22,857,0.1911364419045927
22,1071,0.18807789765558738
22,1126,0.18696535879587944
22,1662,0.18505635193975767
22,762,0.18362023912422107
22,1744,0.18243631694777301
22,1756,0.18228993784842493
22,1801,0.16812619374140012
23,1932,0.5274549686955587
23,886,0.4608912162916562
23,1207,0.4423820216583096
23,1202,0.4236107907394425
23,167,0.4175062181953701
23,410,0.41658278600875304
23,1193,0.4098360655737705
23,1428,0.4098360655737705
23,162,0.3783956865069316
23,934,0.35743054833989185
23,1039,0.356488389374469
23,1909,0.3545437448996004
23,349,0.3381070868847077
23,37,0.30967672782096706
23,165,0.3089605862267113
23,1249,0.30221189869299503
23,176,0.2931844356706668
23,174,0.2925084550751597
23,931,0.2918359152002922
23,924,0.29068895196242583
24,664,0.6799139187704876
24,1313,0.6774101568387767
24,663,0.6661515986735428
24,633,0.5767627959577594
24,657,0.5704091989510485
24,793,0.5252687972056058
24,1541,0.48783555719654825
24,651,0.4698727385386796
24,637,0.42572769328281374
24,654,0.42168933205384856
24,1320,0.4098360655737705
24,653,0.4083961228404611
24,1700,0.3871619059773654
24,628,0.3831011868903552
24,658,0.3825341376538138
24,666,0.36847590534320523
24,638,0.34400135642214424
24,643,0.33139650469478305
24,642,0.32217590823901265
24,420,0.3206375937132318
25,1344,0.4544820553210249
25,1907,0.4098360655737705
25,1915,0.4098360655737705
25,278,0.366681361063735
25,1922,0.3250905605838386
25,1897,0.32493695075280943
25,1066,0.3163991826267728
25,994,0.30360678813327896
25,1917,0.27171848806116244
25,1822,0.20684580929824975
25,1821,0.20534421412532414
25,605,0.1987844898210569
25,203,0.19790958705581427
25,1131,0.1958505042858389
25,1706,0.1899814671739121
25,1810,0.1884565257011895
25,1159,0.1852154556284987
25,1018,0.18256396367598762
25,289,0.17613864066261514
25,288,0.1651310166504195
26,372,0.4098360655737705
26,471,0.4098360655737705
26,368,0.39555499874361344
26,1570,0.340641392961822
26,455,0.33018420682660626
26,1098,0.26740522111152404
26,363,0.2459802294651202
26,1557,0.2182959957776681
26,1249,0.20248582759468428
26,1157,0.20171093511487148
26,1204,0.18732361360480645
26,1063,0.17674746611990452
26,1715,0.17586196438796498
26,1938,0.16754282469358509
26,7,0.16701527923680232
26,1785,0.16286060985047413
26,717,0.16282723005419564
26,1313,0.16119921290989536
26,1246,0.1563144921235785
26,108,0.14208458521557618
27,1088,0.4098360655737705
27,1197,0.4098360655737705
27,1313,0.371421609023232
27,614,0.33751443711745177
27,1615,0.2948333892067803
27,1053,0.29228539541504683
27,664,0.2856411594329936
27,1011,0.28451455356740374
27,1586,0.2839077340189331
27,1517,0.2742942982694523
27,98,0.2609146335907613
27,1556,0.25892249731831884
27,1538,0.2554489847699169
27,29,0.24643969526366233
27,663,0.23609219711689036
27,471,0.2242438226033582
27,667,0.22197115414032267
27,97,0.21689612706125908
27,1315,0.21103288089456268
27,734,0.19443495628919105
28,1249,0.4098360655737705
28,1816,0.4098360655737705
28,1817,0.40967741935483876
28,1814,0.40205796366169927
28,1813,0.40190915413788975
28,1915,0.3981554179858581
28,1815,0.3916064949702998
28,1819,0.3891420985570229
28,1818,0.3890064133467108
28,1820,0.38887471887787856
28,1752,0.3658820982807711
28,1017,0.36551209687559816
28,1706,0.34830869482086246
28,1810,0.34487089887970696
28,1822,0.34013975407213387
28,1812,0.3378864510314733
28,1821,0.33745886616343934
28,1811,0.33642065928889653
28,265,0.2753844020241108
28,1830,0.24295809412156438
29,1157,0.4098360655737705
29,1675,0.4098360655737705
29,1916,0.31113243448838845
29,453,0.2997708581466437
29,1071,0.2736024373341368
29,171,0.2688811913747895
29,1567,0.26142019113209813
29,410,0.24670445566144783
29,1249,0.2443862550128376
29,794,0.24293524429340266
29,1088,0.2424175344957614
29,1775,0.24010625716836226
29,1863,0.23838457803360816
29,265,0.22735949743974865
29,1921,0.2137884515552535
29,1202,0.21076899669130175
29,1676,0.2056509518053116
29,863,0.20297222312989666
29,421,0.196154436372104
29,58,0.18930575583454196
30,455,0.48759775353628315
30,1915,0.4098360655737705
30,116,0.3847299045734959
30,465,0.37221593055818364
30,454,0.32503062840037394
30,675,0.2985899295902256
30,257,0.28127963190749977
30,462,0.27176304708236615
30,439,0.2566467065637872
30,438,0.24523124724216405
30,1589,0.24178395085067708
30,1907,0.2333817726763865
30,1922,0.23303967180356694
30,1897,0.2328404959793911
30,1884,0.21735174721674597
30,1064,0.2083314963869225
30,451,0.20322198046543963
30,1249,0.19340967323726405
30,463,0.18131977215136288
30,1306,0.1697926696469296
31,614,0.4098360655737705
31,928,0.4098360655737705
31,961,0.28032424235734443
31,172,0.24781684731379813
31,927,0.23854245852316258
31,173,0.2374077753797299
31,1587,0.21003982145221362
31,113,0.20278383186437987
31,203,0.19631527766128584
31,175,0.1841839982963784
31,164,0.16268674572423503
31,937,0.1545266442152647
31,1035,0.15424934427358838
31,935,0.15280867794389874
31,953,0.1481981322393939
31,670,0.14597928611583294
31,919,0.14363735014873064
31,1017,0.1353231795958256
31,1033,0.127896985551408
31,692,0.12473900442283124
32,1543,0.4402968948597088
32,116,0.4190070797430071
32,408,0.4098360655737705
32,1915,0.4098360655737705
32,890,0.3341946361510654
32,1917,0.33076407120378015
32,1001,0.3224750894291716
32,455,0.31352004785596665
32,1676,0.2928641465339916
32,112,0.2898747550792083
32,1552,0.27604668201921095
32,419,0.269314608544299
32,1249,0.24269986797330054
32,1344,0.24037656128466975
32,1900,0.23986134578687096
32,359,0.22615915989435326
32,1018,0.21820911982733332
32,1561,0.2119488788974934
32,414,0.17849657953707754
32,618,0.17715293967556897
33,116,0.47826787998412335
33,455,0.4098360655737705
33,1915,0.4098360655737705
33,1306,0.39419479076117203
33,462,0.3547336269580608
33,465,0.3472087403978531
33,454,0.3414457486615282
33,1910,0.33909057985094654
33,1924,0.3233562948443623
33,16,0.2901797233701045
33,1907,0.2741303768669414
33,1309,0.2190138113593761
33,257,0.21125541324783084
33,1922,0.194578442611679
33,1897,0.19449352752676394
33,478,0.1835134785593172
33,1249,0.17556767297912212
33,1246,0.1738313360072459
33,1934,0.16730527118471816
33,439,0.16712974835676053
34,372,0.7521285500913409
34,1157,0.6551913441224405
34,1673,0.4098360655737705
34,1098,0.4053948991911787
34,368,0.36510317877978543
34,1186,0.36081901822903917
34,467,0.35290172832371913
34,1721,0.32473791648200695
34,454,0.3173014380111785
34,463,0.31042618926969134
34,108,0.29496943502911543
34,362,0.2871286013907382
34,455,0.27803309858090963
34,1880,0.2642869280825926
34,390,0.243248598801995
34,1674,0.23262243080837963
34,688,0.23221082149278557
34,1125,0.23010542700254008
34,458,0.22294542401144882
34,292,0.21720292980996092
35,368,0.5428368680475748
35,1157,0.4457879361783351
35,455,0.4098360655737705
35,372,0.38091896372935014
35,15,0.34140232528004316
35,17,0.33297728183070424
35,1113,0.3197348423653896
35,39,0.2887301326754709
35,19,0.28859027253561076
35,454,0.2661340054649653
35,421,0.25734806746024536
35,1186,0.24281081458965562
35,1193,0.2135348677749429
35,1239,0.19525145419457846
35,1930,0.19321556145030588
35,1102,0.19122305970734935
35,258,0.15768214674267675
35,1071,0.15080843190504237
35,362,0.14687459532108493
35,1721,0.13451875337770622
36,1249,0.4098360655737705
36,1615,0.4098360655737705
36,1586,0.40033013607618617
36,1053,0.3849632251588012
36,1556,0.3779866466603136
36,1538,0.37486151073211543
36,1064,0.34691228007103053
36,113,0.34364943747673193
36,1011,0.32310647916938257
36,1088,0.3086526521608994
36,1910,0.304330070060561
36,1019,0.300271366981408
36,1313,0.2900781387273978
36,693,0.28174109280902726
36,1007,0.27014334445949145
36,25,0.24569712372079366
36,1012,0.24277046680629963
36,927,0.23574436379124253
36,29,0.22929882034385538
36,727,0.214168283818497
37,471,0.4098360655737705
37,1428,0.33168165529286053
37,777,0.3077015098711415
37,617,0.2577015771163982
37,747,0.24670476829541485
37,1186,0.23563414177413639
37,853,0.21371227006697394
37,86,0.213497397867795
37,741,0.19221503015354086
37,372,0.18673408492835142
37,1723,0.17760041877163424
37,1738,0.17286671542384813
37,1317,0.1622591558130441
37,756,0.13326122428882933
37,632,0.12348220504984209
37,1721,0.12139949714087575
37,512,0.10737875068384346
37,413,0.10473791934072675
37,1246,0.1012512295273134
37,623,0.0967665675733797
38,1607,0.5937746665775826
38,1157,0.5827942741586263
38,368,0.46520642866737427
38,1724,0.312035177732651
38,257,0.2765049784355212
38,410,0.26805445499585023
38,1202,0.25384757500661725
38,372,0.23569160804500827
38,1659,0.23239300166511798
38,1517,0.19293896314940465
38,1272,0.17318900567178178
38,1186,0.14914398563543466
38,1638,0.14775327089272874
38,1277,0.14217697706464724
38,768,0.13418953305799378
38,735,0.13414303316300719
38,362,0.13013660587152057
38,760,0.12178461238428515
38,758,0.12016167001674842
38,762,0.11376652982381336
39,1816,0.4098360655737705
39,1915,0.4098360655737705
39,1817,0.40967741935483876
39,1752,0.3992421365985329
39,1933,0.3859664724147364
39,1814,0.38541843923386815
39,1813,0.38527420846463734
39,1815,0.3811921338412539
39,1254,0.3630809080987073
39,1755,0.3612785450259994
39,1821,0.3424324439472744
39,1820,0.3362893053835045
39,1819,0.336168581037428
39,1818,0.3360512101454093
39,1822,0.3346823800502953
39,1828,0.3319890484726725
39,1765,0.3225137456909133
39,1777,0.32240848253301857
39,361,0.3156946227884509
39,1833,0.3148228994071382
40,1713,0.44047106929877994
40,1915,0.4098360655737705
40,1900,0.35302628802641234
40,618,0.29254501525112653
40,1543,0.2770879815723366
40,402,0.2655861897750298
40,1609,0.2524509015575229
40,1553,0.22630743974200335
40,1249,0.21864028124271662
40,614,0.20102976200258343
40,1628,0.1977915302464138
40,96,0.16290578323520347
40,1695,0.15988675244132544
40,1537,0.15935873324611005
40,888,0.15190572463965304
40,97,0.15075869903707864
40,1068,0.15007872809239275
40,891,0.14059387966337303
40,890,0.1367422252160801
40,688,0.13494764445592194
41,1197,0.6754397844457807
41,453,0.6363319035713637
41,1525,0.5391741333040094
41,1524,0.5261223059568835
41,1559,0.45475641316149595
41,1320,0.4098360655737705
41,1317,0.3280590500194792
41,1752,0.3234555263208281
41,413,0.2941452897269947
41,1938,0.28150468132059087
41,37,0.2769504681562737
41,471,0.27441198976283004
41,1246,0.27022511123157
41,1041,0.24371945045869187
41,1428,0.24237518521698798
41,954,0.17955348510007144
41,60,0.16817632280474254
41,632,0.16528961381659335
41,628,0.15211861871885876
41,24,0.14788250634039088
42,372,0.4098360655737705
42,717,0.4098360655737705
42,363,0.36717164368707234
42,471,0.35215811474850367
42,1570,0.27827623182265887
42,1249,0.2531577328236778
42,614,0.2311745620904903
42,1098,0.22975962837489314
42,861,0.22663070825932757
42,368,0.21817867888315223
42,1898,0.20119763847437155
42,426,0.20106195326405948
42,1557,0.19932468884977278
42,44,0.1953688697192448
42,1721,0.18384315315166713
42,415,0.17603456155659014
42,683,0.15515270716773258
42,1785,0.14666227469902346
42,82,0.14079743781383922
42,1715,0.13547070198732372
43,481,0.5898670548681553
43,1861,0.5884151061042233
43,1915,0.4813807082415327
43,625,0.4098360655737705
43,1757,0.4098360655737705
43,1776,0.40967741935483876
43,1721,0.4008651285718518
43,1249,0.3858815367746212
43,1764,0.375541096586065
43,1766,0.3717853261836252
43,1558,0.3450403942072416
43,1792,0.3411228265159338
43,1791,0.3371305756926286
43,875,0.3331069183940733
43,115,0.33267004213196893
43,1753,0.3292226267575205
43,1759,0.31632836820647064
43,1790,0.3143163683952909
43,1789,0.3078590988726431
43,1777,0.30444819557393166
44,1863,0.6178072067563514
44,79,0.4098360655737705
44,1197,0.4098360655737705
44,1915,0.37347892751096506
44,1249,0.37305214898573585
44,1858,0.35989029176230825
44,891,0.3513669296492155
44,1867,0.34964931983559533
44,1859,0.3495050890663645
44,1862,0.346313333792168
44,738,0.3169522070714293
44,436,0.3118266571298021
44,1558,0.3085127914428802
44,1648,0.3034231913364764
44,1776,0.2894685217044171
44,1757,0.28934779735834065
44,1247,0.2871280685064427
44,1257,0.27131611422787216
44,1721,0.2534966354525939
44,1853,0.2458959066663643
45,1063,0.4098360655737705
45,1697,0.4098360655737705
45,224,0.3859092490245237
45,1698,0.3701825757728228
45,1696,0.3694138276766001
45,256,0.36618054157975904
45,1699,0.3555813799024483
45,319,0.33189081875487775
45,465,0.30559922845261145
45,1006,0.2943002903368217
45,604,0.2830444822406821
45,1479,0.2801016554806258
45,1913,0.26609702822982745
45,1204,0.2577992121316289
45,1244,0.24450034567936688
45,423,0.24438619042822532
45,374,0.21794132238620212
45,1007,0.2141399055508101
45,454,0.19830254997384317
45,210,0.19475860592601396
46,607,0.4098360655737705
46,1915,0.4098360655737705
46,1640,0.308198758336764
46,605,0.2799987237787061
46,79,0.2773684738003666
46,28,0.2590002577783921
46,125,0.2545521847853497
46,402,0.24970217721152266
46,396,0.24364648638973477
46,1249,0.22978993325902827
46,27,0.215699512580148
46,89,0.1912420152830196
46,167,0.18215428217290142
46,629,0.17584620624214645
46,924,0.16028762166999655
46,603,0.1536637757480286
46,166,0.1524722793391486
46,1695,0.14803048616330067
46,813,0.14332447813971588
46,1713,0.14037894015199054
47,1527,0.6211170515418478
47,289,0.514668243805799
47,1066,0.5022382267202812
47,890,0.47646856106487306
47,1907,0.45012233842849075
47,1627,0.4307107851582817
47,1671,0.42702802295026915
47,1905,0.41289467151229314
47,1019,0.39952283035027186
47,1616,0.39821042962471875
47,1745,0.3528909925628746
47,112,0.3211298648389251
47,866,0.3190264512722837
47,1916,0.31316153995343493
47,301,0.30961814116425046
47,1543,0.2850312200238034
47,1910,0.2835488827471127
47,1915,0.2428958839948841
47,1900,0.24232720872490535
47,1131,0.23282189045333632
48,1193,0.4098360655737705
48,1567,0.4098360655737705
48,421,0.4068874664341558
48,890,0.3863854572984083
48,112,0.36196381233942654
48,1071,0.3266011498401
48,1906,0.31925223838044015
48,677,0.3096066236196235
48,455,0.29727171124539764
48,1916,0.2897281025834876
48,1896,0.2837583147278719
48,1527,0.26040232445093453
48,171,0.2576482494124465
48,1207,0.24412790050086347
48,454,0.2390636625692544
48,1907,0.21543695731087822
48,1905,0.19912364048474748
48,1627,0.19861431217452158
48,321,0.19823480965080398
48,1528,0.1857308947343544
49,16,0.4098360655737705
49,318,0.4098360655737705
49,543,0.34504803271799434
49,862,0.3053004163875817
49,1129,0.30090566937247454
49,493,0.2997946994099561
49,1134,0.2522760793475981
49,1438,0.2500718538805171
49,366,0.24906826813676658
49,1324,0.22371312220852957
49,502,0.19980859517677796
49,975,0.19806568309556258
49,1477,0.19420524463878344
49,371,0.19220573055786108
49,1919,0.18708781153731924
49,516,0.17935935083443055
49,1098,0.17793680640526136
49,650,0.17760171487252907
49,1493,0.17578869668244648
49,435,0.1670693849066296
50,1202,0.5827770925597242
50,410,0.5773530229396596
50,1428,0.4098360655737705
50,1039,0.3771345298015887
50,1249,0.3735050524721788
50,670,0.3460010838596035
50,37,0.3281225922423864
50,583,0.28815471583279006
50,903,0.28669553110211105
50,1749,0.24555662035047654
50,1567,0.24483595416413179
50,1755,0.23832844345293913
50,886,0.23375331552528755
50,1770,0.2317029448847931
50,1794,0.2263476395352035
50,1882,0.20810749181897198
50,372,0.20012303246536245
50,1723,0.19737998046876046
50,1666,0.18646601775448973
50,1063,0.18400210827388827
51,372,0.4098360655737705
51,1186,0.3985126066536138
51,368,0.23533332522147415
51,362,0.2121593755855749
51,756,0.2064731588871753
51,1158,0.1877153746207801
51,777,0.18752899353461788
51,1863,0.18317972926526435
51,741,0.16691748070056425
51,1720,0.15282921437453909
51,768,0.13678344360834804
51,747,0.1354480634152716
51,764,0.12612851832033958
51,1859,0.11672756537605034
51,1867,0.11446897092141778
51,672,0.1126386306805803
51,625,0.10500978099970987
51,739,0.10321282282782022
51,1862,0.09769186531557579
51,1721,0.09479012145886917
52,116,0.4751129851013846
52,1915,0.4098360655737705
52,408,0.35500473922709136
52,1082,0.32460431126972794
52,1344,0.28041937026120073
52,108,0.26155720649659575
52,618,0.24011338809036561
52,1900,0.23901453819868138
52,1249,0.21074974484299172
52,1755,0.16158021598805658
52,1543,0.15168305499434193
52,1773,0.14862858485733696
52,890,0.1399002502764803
52,688,0.13767674295135213
