question_id,website_id,rank,score
9,462,3,7.165407837103001
9,116,4,7.127393148961444
9,1910,5,7.106043587665203
9,1924,6,7.04573408169297
9,1907,7,6.855883688905244
9,465,8,6.8079179094629225
9,1309,9,6.6437310623398
9,454,10,6.606003077165793
10,1277,1,12.835563247302392
10,868,2,12.528348464487753
10,1748,3,12.408765856166472
10,1900,4,12.373030312348853
10,1599,5,12.105341916117967
10,1543,6,11.909984064841586
10,697,7,11.847254436727946
10,1131,8,11.730666551463871
10,1915,9,11.703845634908411
10,1638,10,11.68247153794853
11,109,1,15.998317928196519
11,1192,2,15.907302227267564
11,783,3,15.496881438550213
11,1257,4,14.934391609490113
11,1523,5,14.869474702225187
11,321,6,14.697444422531905
11,124,7,14.582070402387554
11,1662,8,14.553550772502799
11,296,9,14.478431991816032
11,116,10,14.411835216857572
12,116,1,21.06411716862452
12,455,2,18.732739852201203
12,408,3,16.193472418067866
12,1750,4,15.242972079402875
12,618,5,14.725563447382354
12,125,6,14.635733370822155
12,1733,7,14.399378972454162
12,1907,8,13.31362205367443
12,1001,9,12.95342141743845
12,890,10,12.869021824001834
13,358,1,11.845480374223865
13,612,2,9.921329944823789
13,1793,3,7.397081690409205
13,1785,4,7.339516220727305
13,1147,5,7.3126179330660115
13,1792,6,7.265414876101259
13,455,7,7.19131189920336
13,1791,8,7.150443381723395
13,1262,9,6.930274129696823
13,1877,10,6.787998502879384
14,1,1,0.0
14,1938,2,0.0
14,17,3,0.0
14,18,4,0.0
14,19,5,0.0
14,20,6,0.0
14,21,7,0.0
14,22,8,0.0
14,23,9,0.0
14,24,10,0.0
15,1001,1,33.8162352601684
15,125,2,33.0569108889388
15,1748,3,31.653947453637578
15,920,4,29.959808628595347
15,1263,5,29.58463358059369
15,868,6,29.42017106847438
15,165,7,29.371125978782942
15,921,8,29.149341658840292
15,1025,9,29.031102106487324
15,265,10,28.77698002750762
16,372,1,18.729489408609933
16,368,2,15.914207156019035
16,1609,3,12.69745481626422
16,1557,4,12.492778039187622
16,1721,5,12.376243568875644
16,1157,6,12.035681150677435
16,1125,7,11.995182888425362
16,374,8,11.988037008710851
16,369,9,11.792646224085335
16,108,10,11.490654422640198
17,1488,1,3.2642345672333395
17,918,2,3.1177916958028136
17,683,3,3.0310278020832495
17,1001,4,3.0140533214516907
17,999,5,2.9874341605815284
17,1912,6,2.9290938773571145
17,1789,7,2.919175803583831
17,1796,8,2.906569457751604
17,1244,9,2.8868809904804533
17,423,10,2.8868809904804533
18,128,1,12.076430797032362
18,1610,2,11.990253204646454
18,113,3,11.967706285411653
18,125,4,11.925476251702008
18,868,5,11.751899091775392
18,1748,6,11.61580029154281
18,1733,7,11.4728171744593
18,423,8,11.217931141352299
18,1244,9,11.217931141352299
18,1263,10,10.551893101219253
19,358,1,29.959187502326774
19,1071,2,29.214662784052535
19,1792,3,28.579688864699513
19,1791,4,28.429669436504682
19,1793,5,28.09115613870161
19,1087,6,26.893830221757028
19,726,7,26.86930155162667
19,1036,8,26.796557513986365
19,1153,9,26.520850276820493
19,727,10,26.475072625264698
20,1526,1,11.974508565735633
20,1926,2,11.603139056212967
20,1041,3,10.237555032988944
20,210,4,9.909774827125695
20,96,5,9.803898381676175
20,1277,6,9.800481797624538
20,97,7,9.746097047120049
20,1899,8,9.603829808408204
20,98,9,9.54374090954636
20,1034,10,9.377810369360844
21,868,1,12.663571290760437
21,1748,2,12.513152231323016
21,277,3,8.556705557710016
21,1071,4,8.18475003805486
21,1126,5,8.165258274151599
21,1662,6,8.129565058695277
21,97,7,7.709729008239934
21,1700,8,7.622749809780504
21,1108,9,7.428514177876972
21,1048,10,7.401453552122982
22,1193,1,1.8655674140546037
22,1207,2,1.864483672423334
22,162,3,1.8574802969804596
22,1909,4,1.851322199877098
22,1932,5,1.8498399125175757
22,349,6,1.8471257470051479
22,1202,7,1.8453579458653833
22,410,8,1.8453579458653833
22,934,9,1.8358783397259202
22,176,10,1.8355897594457504
23,793,1,3.3356040790032204
23,658,2,3.317670110723274
23,1700,3,3.317225339116891
23,1313,4,3.310554683271375
23,666,5,3.3086767367509564
23,654,6,3.305937192652209
23,664,7,3.304224546069627
23,663,8,3.302329382380566
23,628,9,3.2999324172189755
23,653,10,3.298777660987385
24,1793,1,22.979797444413446
24,1792,2,22.00858596380073
24,1791,3,21.769889945648117
24,358,4,19.531461839653456
24,1789,5,19.526067651884194
24,1790,6,19.48238181405916
24,116,7,19.223484062953858
24,411,8,19.189221064774205
24,408,9,19.11394902657917
24,1788,10,18.98823134177768
25,372,1,10.320169299335456
25,1570,2,8.85257550799414
25,368,3,7.990644235559081
25,1557,4,7.041789215073118
25,1785,5,6.093147983434648
25,1098,6,5.97127523635094
25,108,7,5.741417225372519
25,1721,8,5.713836730813868
25,1609,9,5.5741195594514465
25,369,10,5.0864598841765005
26,1088,1,3.172504471353847
26,1615,2,2.9396741086657276
26,1053,3,2.934819826860512
26,1011,4,2.919367212143919
26,1586,5,2.918429377472783
26,1517,6,2.899223015223934
26,1556,7,2.868333901098279
26,1538,8,2.861558827857634
26,614,9,2.746412927352747
26,734,10,2.7383724364370057
27,1091,1,10.873729078296176
27,1020,2,10.320712395662063
27,986,3,10.234972623026076
27,365,4,10.230667773229492
27,1155,5,10.145497979609214
27,1044,6,10.130562891958787
27,1095,7,10.047218638417704
27,308,8,10.010338389785261
27,1154,9,10.007673598857297
27,1115,10,9.941145475403186
28,171,1,17.871398941820583
28,1793,2,17.200157324262655
28,1792,3,16.961882967604293
28,358,4,16.888125068852
28,1791,5,16.789240548877874
28,1675,6,16.502258314125918
28,444,7,16.223035091544617
28,1193,8,16.135601219184355
28,1676,9,15.840940774243899
28,1001,10,15.770208352202005
29,455,1,10.268621523037563
29,116,2,9.896894952775188
29,675,3,9.858593813102727
29,257,4,9.795162463788278
29,462,5,9.760520883844071
29,439,6,9.705165640195814
29,465,7,9.69993533925653
29,438,8,9.663960720934778
29,454,9,9.64011338967129
29,1907,10,9.621095145578103
30,614,1,18.58630198093513
30,116,2,16.73814130639343
30,1733,3,16.698476278366595
30,1698,4,16.38532577918357
30,1696,5,16.307843431303603
30,692,6,15.742947644786867
30,1697,7,15.450629809723992
30,781,8,15.325905625883873
30,1641,9,15.032620810152066
30,618,10,14.852197192883164
31,408,1,11.993280234018474
31,890,2,11.368941743875062
31,1917,3,11.341837162900248
31,455,4,11.200438031408975
31,1001,5,11.152367565725253
31,1676,6,11.031937284419667
31,112,7,11.008333509196168
31,116,8,10.90540354518201
31,419,9,10.840421970970537
31,1543,10,10.611181468654946
32,455,1,7.377302079494699
32,1306,2,7.296330153047014
32,462,3,7.165407837103001
32,116,4,7.127393148961444
32,1910,5,7.106043587665203
32,1924,6,7.04573408169297
32,1907,7,6.855883688905244
32,465,8,6.8079179094629225
32,1309,9,6.6437310623398
32,454,10,6.606003077165793
33,372,1,6.609807620983418
33,1157,2,6.556760141692509
33,467,3,6.479612822109381
33,454,4,6.398096948562362
33,463,5,6.3826198853294045
33,1098,6,6.333259946366605
33,455,7,6.30876994433357
33,108,8,6.306572573801224
33,1880,9,6.277759338930943
33,1721,10,6.246253190885062
34,455,1,7.288408860565092
34,15,2,6.932098008859747
34,17,3,6.888931439888996
34,1113,4,6.820599019412778
34,39,5,6.659545802609896
34,19,6,6.659545802609896
34,454,7,6.543060199170059
34,421,8,6.497895839795328
34,1157,9,6.38091146242723
34,1193,10,6.270561224720803
35,358,1,9.713556643227795
35,612,2,8.460052419950511
35,1262,3,7.5071770035036725
35,1877,4,6.787998502879384
35,379,5,6.759969587536726
35,1361,6,6.660636313667446
35,1382,7,6.660636313667446
35,1371,8,6.626161144349962
35,1393,9,6.626161144349962
35,1360,10,6.6124707976850745
36,1,1,0.0
36,1938,2,0.0
36,17,3,0.0
36,18,4,0.0
36,19,5,0.0
36,20,6,0.0
36,21,7,0.0
36,22,8,0.0
36,23,9,0.0
36,24,10,0.0
37,1607,1,13.236435026167538
37,1157,2,12.527240769223695
37,1724,3,11.880694829947663
37,1659,4,10.775208473476509
37,410,5,10.563798370954316
37,1202,6,10.563798370954316
37,1517,7,10.232372682388185
37,1272,8,9.959548382237907
37,1638,9,9.60760088724881
37,1277,10,9.53178085960405
38,1816,1,10.341998513375355
38,1817,2,10.341998513375355
38,1933,3,10.327580635410936
38,1814,4,10.327336297184534
38,1813,5,10.327336297184534
38,1752,6,10.327178330358784
38,1815,7,10.325006573995745
38,1254,8,10.31400249969984
38,1821,9,10.30144321439062
38,1820,10,10.297759437188288
39,358,1,18.48772365060168
39,618,2,12.161770193596727
39,1713,3,12.102116161549032
39,888,4,10.881681604951474
39,402,5,10.379768805357823
39,1609,6,10.2243735217387
39,379,7,9.952722180576318
39,1553,8,9.913268565760301
39,614,9,9.612471222031921
39,1628,10,9.575346369960275
40,1524,1,10.654167402114572
40,1525,2,10.0886967333386
40,1559,3,9.857313174172674
40,1197,4,8.739265270585735
40,453,5,8.465612856646949
40,1752,6,8.373233143173069
40,1041,7,6.253043424977443
40,954,8,4.547463821147057
40,60,9,4.247834405755886
40,628,10,3.8234394848347315
41,372,1,12.995683489416933
41,1557,2,9.127159844274951
41,368,3,9.123212204183613
41,1570,4,8.85257550799414
41,1721,5,8.850658511463577
41,1785,6,8.169450072480707
41,363,7,8.073721380133259
41,1098,8,7.429632581825825
41,1544,9,7.022803116077151
41,1609,10,7.008016328459824
42,1757,1,11.136471448984976
42,1776,2,11.136471448984976
42,481,3,10.992569595687813
42,1764,4,10.79494898590406
42,1766,5,10.758493780131385
42,1792,6,10.450395512433943
42,1791,7,10.411466992390935
42,875,8,10.372181169659678
42,1753,9,10.334263584978373
42,1759,10,10.205361704048276
43,79,1,0.12242953764090878
43,1858,2,0.12149747359864668
43,1863,3,0.12139851403057118
43,1867,4,0.12131141411033493
43,1859,5,0.12131141411033493
43,1862,6,0.12125427962893343
43,738,7,0.12070715059240736
43,436,8,0.12061366070167612
43,1648,9,0.12045873353688284
43,1776,10,0.1201998139716065
44,1697,1,1.7117091652897087
44,224,2,1.6941611523667717
44,1698,3,1.6826635774858343
44,1696,4,1.6822058775481048
44,256,5,1.6758981468793093
44,1699,6,1.6722031411974057
44,319,7,1.6548126032804842
44,465,8,1.6354987821588687
44,604,9,1.618941050490471
44,1479,10,1.6168600790085974
45,607,1,5.923062166610923
45,1640,2,5.747271445457016
45,605,3,5.698686834869032
45,79,4,5.6943882542351725
45,28,5,5.662818981663598
45,125,6,5.655355896944629
45,402,7,5.647189311775687
45,396,8,5.636927217454067
45,27,9,5.588736405719525
45,89,10,5.546584058734428
46,1793,1,19.58372861193402
46,1792,2,18.922642342957005
46,1791,3,18.617135328611283
46,1877,4,17.03878829187177
46,116,5,16.559035769101854
46,408,6,16.193472418067863
46,1327,7,16.184950262223722
46,1907,8,16.033795656719008
46,301,9,15.636080921805068
46,1790,10,14.1853721712249
47,1677,1,15.473446563240401
47,801,2,15.274511499382964
47,32,3,13.147418080244956
47,1193,4,12.668562625606066
47,421,5,12.643796318611207
47,890,6,12.463164344394514
47,112,7,12.247695298459512
47,1071,8,11.93506260647435
47,902,9,11.816980916215025
47,1739,10,11.790858813806759
48,318,1,8.146318349503696
48,1098,2,7.6826973354267825
48,371,3,7.6368020194506006
48,862,4,7.20096364836763
48,1129,5,7.162551173769285
48,493,6,7.153836774350613
48,375,7,7.025950815715933
48,1134,8,6.724761399904796
48,366,9,6.696974608893868
48,1030,10,6.53529304291707
49,410,1,5.394853935034846
49,1202,2,5.394853935034846
49,583,3,5.198080591485605
49,1755,4,5.15551905632833
49,1794,5,5.138956870827573
49,1749,6,5.099977363855476
49,1756,7,5.01599489051847
49,1809,8,5.015052315003623
49,670,9,5.0078606140902755
49,1763,10,4.993450667137882
50,1,1,0.0
50,1938,2,0.0
50,17,3,0.0
50,18,4,0.0
50,19,5,0.0
50,20,6,0.0
50,21,7,0.0
50,22,8,0.0
50,23,9,0.0
50,24,10,0.0
51,116,1,19.746877932107367
51,408,2,19.37144958741802
51,618,3,17.103686681867966
51,1082,4,15.414343516095176
51,327,5,14.93038319884935
51,1344,6,14.769390963638557
51,1104,7,14.600809864872375
51,1907,8,14.44858222703841
51,395,9,14.306094346860437
51,125,10,13.872740764403453
52,455,1,3.4174505007907054
52,454,2,3.3639866360568655
52,1880,3,3.3608926346515187
52,114,4,3.2762724604625366
52,372,5,3.2319577172692875
52,1567,6,3.216139937477068
52,1113,7,3.2029700780078514
52,108,8,3.18704968481475
52,467,9,3.1850912217139404
52,1157,10,3.176744096183655
53,1697,1,5.246345221480587
53,1699,2,5.197021691813013
53,890,3,5.078659299413229
53,112,4,5.078145128851235
53,1696,5,5.066562997940789
53,1698,6,4.923146916240842
53,113,7,4.855419747168425
53,1017,8,4.809345211195294
53,1695,9,4.640832298577111
53,692,10,4.613544314666063
54,1,1,0.0
54,1938,2,0.0
54,17,3,0.0
54,18,4,0.0
54,19,5,0.0
54,20,6,0.0
54,21,7,0.0
54,22,8,0.0
54,23,9,0.0
54,24,10,0.0
55,411,1,8.194942305643412
55,116,2,8.13871219220253
55,1733,3,8.08737233904822
55,412,4,8.03618338472835
55,408,5,8.014356905317646
55,444,6,7.688599745040326
55,125,7,7.581891149161736
55,618,8,7.355438413369892
55,1793,9,7.338789607416624
55,9,10,7.206943961961614
56,455,1,8.1697228335213
56,17,2,7.921011224735087
56,1113,3,7.685542745004609
56,454,4,7.300904628203547
56,1157,5,7.285447640919233
56,421,6,7.273982160822867
56,1239,7,6.959960492065879
56,15,8,6.932098008859747
56,1102,9,6.7439352486375
56,1001,10,6.724091300630328
57,1930,1,2.9954084496071256
57,1001,2,2.9707769598554923
57,1147,3,2.810546094748244
57,1684,4,2.7261756451403962
57,692,5,2.7165236348349087
57,1056,6,2.6829978460952106
57,1931,7,2.675876765363369
57,1112,8,2.6448875891500303
57,263,9,2.6190815014844775
57,1771,10,2.613392369410335
58,1068,1,10.182238540676487
58,1040,2,9.1726781580251
58,1637,3,8.341968509337974
58,353,4,7.9727004815866405
58,166,5,7.912778895055515
58,438,6,7.722812082113622
58,1121,7,7.713431835629261
58,1075,8,7.706840990454359
58,1257,9,7.625428088045441
58,1157,10,7.602222008426352
59,1273,1,16.64251034435034
59,447,2,16.482904438898778
59,1926,3,14.574834928674512
59,1064,4,13.729917972137898
59,697,5,12.340184595692032
59,1270,6,11.322690231014867
59,112,7,11.005312916574738
59,1272,8,10.772614185077536
59,890,9,10.623412278377566
59,692,10,10.595741500260958
60,1157,1,8.305753665310412
60,1067,2,7.4212058543708785
60,81,3,6.967408763586861
60,1459,4,6.907736080544421
60,836,5,6.835373416877136
60,1072,6,6.726687435593999
60,1186,7,6.6487031050564145
60,1784,8,6.040795732238243
60,390,9,5.729137422085897
60,859,10,5.616901805068425
61,1721,1,4.586673717431575
61,108,2,4.529731479206146
61,1190,3,4.528453244171583
61,368,4,4.461388960542994
61,1794,5,4.456301455137376
61,1161,6,4.438804563357845
61,1169,7,4.428793300851938
61,1788,8,4.419717788210886
61,208,9,4.4125619780818495
61,978,10,4.4044650727700825
62,116,1,10.597248497396217
62,408,2,10.580370644257895
62,455,3,9.45204529262282
62,1917,4,9.335672524535344
62,1676,5,8.73547557489658
62,890,6,8.624037611881931
62,627,7,8.512281798479599
62,1900,8,8.495906512889128
62,1344,9,8.474312340991755
62,1733,10,8.431482590454978
63,372,1,10.166987249973149
63,1557,2,9.607124645409352
63,1721,3,9.098714257988826
63,1570,4,8.85257550799414
63,1609,5,8.15692796960335
63,363,6,7.799736641602115
63,1125,7,7.235715909507367
63,374,8,7.2131185032947585
63,368,9,7.046889522243324
63,1098,10,6.930571955584689
64,455,1,3.4174505007907054
64,454,2,3.3639866360568655
64,1880,3,3.3608926346515187
64,114,4,3.2762724604625366
64,372,5,3.2319577172692875
64,1567,6,3.216139937477068
64,1113,7,3.2029700780078514
64,108,8,3.18704968481475
64,467,9,3.1850912217139404
64,1157,10,3.176744096183655
65,1917,1,9.262822096210519
65,116,2,9.052846168362434
65,408,3,8.720040621010003
65,890,4,8.624037611881931
65,1900,5,8.495906512889128
65,112,6,8.357032856018234
65,1902,7,8.300620110822976
65,455,8,8.217771946992766
65,1543,9,8.164550142922415
65,1001,10,8.128678291400693
66,917,1,16.473366997685673
66,321,2,15.422308927371734
66,152,3,15.361243747360634
66,1155,4,15.15601843152048
66,840,5,15.152981531687935
66,1000,6,14.90072106260118
66,966,7,14.781173667524373
66,195,8,14.604008289827277
66,147,9,14.2237259804064
66,1036,10,14.091567826550822
67,1001,1,29.692025188692075
67,125,2,19.947089936165042
67,1789,3,19.068217467794746
67,1793,4,18.807453611676323
67,1790,5,18.79169902193679
67,42,6,18.370934614810263
67,1792,7,18.359082998317717
67,1791,8,18.21055789508787
67,1788,9,17.604323263104142
67,1787,10,17.39912606372448
68,1733,1,13.736938104814334
68,125,2,12.445487632405012
68,781,3,12.181628348601095
68,1787,4,11.858381146824545
68,444,5,11.812181412706172
68,1748,6,11.77902631239185
68,1788,7,11.763021767645872
68,423,8,11.717690413825903
68,1244,9,11.717690413825903
68,1786,10,11.683071732667718
69,1157,1,12.55892770154151
69,259,2,12.29393304382317
69,1724,3,12.247650633525941
69,257,4,12.153516528852292
69,1313,5,11.878208662565621
69,455,6,11.78499697138341
69,1277,7,11.313850676097235
69,1517,8,10.728376094773806
69,1608,9,10.477033778955203
69,819,10,10.225241017020895
70,743,1,10.79953102009852
70,781,2,10.773628299672843
70,409,3,10.748010929270238
70,221,4,10.633311722507553
70,1907,5,10.629901821471346
70,171,6,10.62239852797256
70,980,7,10.57890128492604
70,410,8,10.535369535345769
70,1202,9,10.535369535345769
70,1740,10,10.505825494373259
71,1706,1,3.5097567752745933
71,1810,2,3.5088139441529314
71,1818,3,3.5075296062015124
71,1819,4,3.5075296062015124
71,1820,5,3.5075296062015124
71,1812,6,3.5056575032918613
71,1811,7,3.5052991084034484
71,1816,8,3.5050638965759107
71,1817,9,3.5050638965759107
71,1814,10,3.504933790216839
72,1,1,0.0
72,1938,2,0.0
72,17,3,0.0
72,18,4,0.0
72,19,5,0.0
72,20,6,0.0
72,21,7,0.0
72,22,8,0.0
72,23,9,0.0
72,24,10,0.0
73,1598,1,8.001351924326523
73,160,2,7.637934110659664
73,1927,3,7.351428303531559
73,113,4,7.242176900950309
73,158,5,7.220631594945797
73,155,6,7.220631594945797
73,157,7,7.220631594945797
73,128,8,7.117744246030915
73,1244,9,7.065568370602078
73,423,10,7.065568370602078
74,358,1,19.615341133128418
74,1239,2,18.66768520023001
74,257,3,16.41463604513802
74,1793,4,16.001854277414864
74,1637,5,15.904816454335737
74,1158,6,15.863545599865805
74,1791,7,15.517667211202422
74,1792,8,15.443040819753563
74,1733,9,14.72739600867722
74,341,10,14.578457641261743
75,1598,1,11.73219205479868
75,1319,2,10.923353255475732
75,1915,3,10.666085970347078
75,1277,4,10.584081198336413
75,1018,5,9.463188447198327
75,965,6,9.186912396327392
75,624,7,9.074051664332494
75,324,8,8.841936421554376
75,363,9,8.808875428890284
75,1115,10,8.409279735709198
76,1917,1,11.134869477588156
76,408,2,10.363543999210492
76,419,3,9.270371156745608
76,116,4,9.052846168362434
76,359,5,8.966231622082129
76,1018,6,8.674600634885712
76,890,7,8.624037611881931
76,1900,8,8.495906512889128
76,112,9,8.357032856018234
76,1902,10,8.300620110822976
77,116,1,31.75234591173397
77,1662,2,28.64370293025818
77,102,3,27.016664704912323
77,358,4,26.712615840872605
77,1746,5,26.531679102474733
77,125,6,26.346639673222608
77,1750,7,26.25232181047342
77,124,8,25.92534939156113
77,1924,9,25.880775883183638
77,96,10,25.78567145531368
78,1753,1,3.583844937340617
78,89,2,3.5763674251526285
78,819,3,3.5762442520254347
78,619,4,3.573253692914658
78,1160,5,3.5715403073020187
78,1795,6,3.569007639904336
78,106,7,3.5658695758691863
78,1774,8,3.5656330941194496
78,1914,9,3.5655634796942723
78,1775,10,3.5567247768525636
79,1858,1,3.5859006457940965
79,1867,2,3.5834646195064455
79,1859,3,3.5834646195064455
79,1862,4,3.582715738684865
79,1765,5,3.575935264622995
79,1777,6,3.575935264622995
79,1766,7,3.558791486242524
79,1874,8,3.55652223941399
79,481,9,3.5523422509823805
79,1202,10,3.549495989169463
80,358,1,11.363980922972488
80,890,2,10.477878495689989
80,1926,3,10.402619371048827
80,1671,4,10.295462383684443
80,112,5,10.147656247502335
80,1273,6,9.72751305355068
80,1616,7,9.651803169723697
80,447,8,9.611596997942325
80,1931,9,9.58226550905497
80,1064,10,9.56569697950895
81,1263,1,5.269346180874836
81,1277,2,5.139165445514317
81,1125,3,4.768576043820817
81,1662,4,4.617875942590479
81,801,5,4.560179322684426
81,461,6,4.515414592110901
81,1598,7,4.455702218756116
81,1610,8,4.376450979899401
81,849,9,4.319343396606639
81,160,10,4.270943978616072
82,1193,1,6.5501130850182525
82,421,2,6.467709773853938
82,1071,3,6.308201665426367
82,1916,4,6.241588854915566
82,1207,5,6.22924225122348
82,1113,6,6.210673169664015
82,1675,7,6.18284300232273
82,461,8,6.147577094390906
82,273,9,5.893727201582049
82,979,10,5.852690654178803
83,372,1,9.43484332412416
83,1570,2,8.85257550799414
83,368,3,7.543385829514953
83,1557,4,6.105980504309065
83,1098,5,5.97127523635094
83,1721,6,5.713836730813868
83,1785,7,5.426034771487714
83,108,8,5.0659861691830645
83,717,9,4.691340843823965
83,369,10,4.685229904234939
84,1265,1,12.603852294272901
84,1675,2,12.49289868903502
84,1172,3,12.07399342209929
84,390,4,11.886206528277539
84,1733,5,11.25690774647843
84,1190,6,10.903191048419462
84,116,7,10.856000994141858
84,408,8,10.799222148908363
84,1171,9,10.774990113591532
84,1793,10,10.663062136602036
85,358,1,8.723118346154223
85,612,2,8.460052419950511
85,1262,3,7.5071770035036725
85,1877,4,6.787998502879384
85,1361,5,6.660636313667446
85,1382,6,6.660636313667446
85,1371,7,6.626161144349962
85,1393,8,6.626161144349962
85,1360,9,6.6124707976850745
85,1376,10,6.6124707976850745
86,171,1,18.207870979836144
86,1536,2,11.401532906201073
86,868,3,10.777369434086607
86,1748,4,10.61776432243548
86,36,5,9.817917263136303
86,9,6,9.817917263136303
86,781,7,9.24955261023796
86,1740,8,8.498566733814974
86,1534,9,8.293925636736422
86,1556,10,8.270935844191593
87,1157,1,10.049215177157148
87,1724,2,9.05026947621516
87,1313,3,8.979787177994655
87,259,4,8.929719771820157
87,257,5,8.86487964044822
87,455,6,8.802330886967201
87,1277,7,8.407663765219063
87,1517,8,7.797901493205097
87,1608,9,7.487536993768204
87,1607,10,7.36626630707011
88,1570,1,10.47341070415951
88,372,2,9.354896913368108
88,116,3,9.339170711087549
88,1733,4,9.156405861259584
88,1721,5,9.05634898039624
88,618,6,8.944780097180727
88,1793,7,8.92446976538745
88,411,8,8.844360525262564
88,1792,9,8.817197923876648
88,1791,10,8.7502516183406
89,409,1,14.107898802951713
89,758,2,14.060805324336318
89,1017,3,14.004004404054617
89,734,4,13.918164787976902
89,221,5,13.863023760165225
89,804,6,13.836450542207896
89,1650,7,13.820030801086693
89,1196,8,13.791402096194117
89,28,9,13.791119818013781
89,762,10,13.772484811887178
90,358,1,27.4348644141945
90,1323,2,19.25327666159217
90,1262,3,19.225129878559873
90,612,4,18.364122068112856
90,1134,5,16.889597159862703
90,1785,6,16.64843605723404
90,1327,7,16.61053445404567
90,1793,8,16.587858571721753
90,1792,9,16.474570028328095
90,1791,10,16.233392158235514
91,455,1,3.4174505007907054
91,454,2,3.3639866360568655
91,1880,3,3.3608926346515187
91,114,4,3.2762724604625366
91,372,5,3.2319577172692875
91,1567,6,3.216139937477068
91,1113,7,3.2029700780078514
91,108,8,3.18704968481475
91,467,9,3.1850912217139404
91,1157,10,3.176744096183655
92,150,1,6.458823972192738
92,1931,2,6.435317181593971
92,911,3,6.342743957695534
92,1912,4,6.321690129907802
92,924,5,6.29404410867544
92,1672,6,6.291479023421683
92,349,7,6.284077871100454
92,957,8,6.258430017450678
92,986,9,6.25171161767326
92,169,10,6.243844432629059
93,124,1,21.659399443468605
93,102,2,21.48651693327485
93,116,3,21.16427228167462
93,1746,4,20.69880151127831
93,1750,5,20.33911458285185
93,98,6,20.307637193609324
93,125,7,20.306334644122728
93,96,8,20.251215095908723
93,97,9,20.23751644458436
93,358,10,20.017253875106142
94,1900,1,12.010903651643144
94,1001,2,10.577530905817994
94,1733,3,10.560872287195604
94,1064,4,10.395326830733232
94,419,5,10.33875876082337
94,128,6,9.80457975405523
94,113,7,9.706734703846788
94,280,8,9.327544782369648
94,1917,9,9.262822096210519
94,1910,10,9.217448910045984
95,605,1,2.443202480356072
95,607,2,2.432148116245383
95,603,3,2.386360761967757
95,1640,4,2.3576516991208734
95,27,5,2.3097363170185523
95,402,6,2.3015589433297863
95,28,7,2.2882189302463107
95,616,8,2.287108865091892
95,79,9,2.2341798436095166
95,396,10,2.18934495504801
96,1733,1,6.174352842297183
96,1694,2,6.1146809615301665
96,412,3,6.0462246053375805
96,116,4,5.961787271705637
96,1793,5,5.87890075866758
96,1792,6,5.779554854820496
